	1629.02	20881121085260910156	156		广州地铁单程票 1张	3.00	99152187409091		989474c0418d4e6bb36e6b5743e96c2991	0.00	2088121612215201	20881216122152010156	支付宝(中国)网络技术有限公司	0.00			交易分账	3.00	2016011021001004090022232394	0.00	转账	2016-01-10 15:36:00
	1634.02	20889022329404810156	156		广州地铁单程票 1张	5.00	99299260847481		674e0b74fd934bdc855a0fe9e1df615181	0.00	2088121612215201	20881216122152010156	支付宝(中国)网络技术有限公司	0.00			交易分账	5.00	2016011021001004480047098105	0.00	转账	2016-01-10 15:36:07
	1636.02	20885028033549360156	156		广州地铁单程票 1张	2.00	99029174082931		88e68786e13f44d4bf87eee4e57317ca36	0.00	2088121612215201	20881216122152010156	支付宝(中国)网络技术有限公司	0.00			交易分账	2.00	2016011021001004930085517083	0.00	转账	2016-01-10 15:38:02
	1642.02	20883124824405300156	156		广州地铁单程票 1张	6.00	99007669248531		09b0148c3a004b1c9844a9829ee169f630	0.00	2088121612215201	20881216122152010156	支付宝(中国)网络技术有限公司	0.00			交易分账	6.00	2016011021001004530075812864	0.00	转账	2016-01-10 15:45:17
	1647.02	20884021073819670156	156		广州地铁单程票 1张	5.00	98958589896961		04b0771e46314b9ca8b1ea9bfb03442667	0.00	2088121612215201	20881216122152010156	支付宝(中国)网络技术有限公司	0.00			交易分账	5.00	2016011021001004960076124261	0.00	转账	2016-01-10 15:45:39
	1651.02	20886029952463440156	156		广州地铁单程票 2张	4.00	98936730356341		8618b37371a04c4286cde5b2a9d3bc8d44	0.00	2088121612215201	20881216122152010156	支付宝(中国)网络技术有限公司	0.00			交易分账	4.00	2016011021001004340051993089	0.00	转账	2016-01-10 15:47:31
	1653.02	20881120510333850156	156		广州地铁单程票 1张	2.00	99211342376381		05f05cc9d80f4492b744da7645e05d0785	0.00	2088121612215201	20881216122152010156	支付宝(中国)网络技术有限公司	0.00			交易分账	2.00	2016011021001004380058359097	0.00	转账	2016-01-10 15:48:23
	1656.02	20881126617281030156	156		广州地铁单程票 1张	3.00	99074714892101		51d96fbc5b3541f5a2ff3d487a74c99c03	0.00	2088121612215201	20881216122152010156	支付宝(中国)网络技术有限公司	0.00			交易分账	3.00	2016011021001004100002847662	0.00	转账	2016-01-10 15:49:28
	1660.02	20887021593182130156	156		广州地铁单程票 1张	4.00	99038691220211		a0d343cec4d149f6a593d1fc04af064a13	0.00	2088121612215201	20881216122152010156	支付宝(中国)网络技术有限公司	0.00			交易分账	4.00	2016011021001004210043712579	0.00	转账	2016-01-10 15:49:30
	1664.02	20886020816847200156	156		广州地铁单程票 1张	4.00	98949883105721		f974a10298fa482495827544ff375c4820	0.00	2088121612215201	20881216122152010156	支付宝(中国)网络技术有限公司	0.00			交易分账	4.00	2016011021001004720095992718	0.00	转账	2016-01-10 15:49:34
	1666.02	20888029593658630156	156		广州地铁单程票 1张	2.00	99535848070861		352335386e5546188c407300433c2c4263	0.00	2088121612215201	20881216122152010156	支付宝(中国)网络技术有限公司	0.00			交易分账	2.00	2016011021001004860071692629	0.00	转账	2016-01-10 15:52:40
	1673.02	20888022554126290156	156		广州地铁单程票 1张	7.00	99087972163621		e84253214cd2476ab6fbce97945245e429	0.00	2088121612215201	20881216122152010156	支付宝(中国)网络技术有限公司	0.00			交易分账	7.00	2016011021001004620090597767	0.00	转账	2016-01-10 15:54:06
	1675.02	20880024511735220156	156		广州地铁单程票 1张	2.00	99021508108521		61ca61af9b844a81ab1ab0aac0d03a5822	0.00	2088121612215201	20881216122152010156	支付宝(中国)网络技术有限公司	0.00			交易分账	2.00	2016011021001004520096778568	0.00	转账	2016-01-10 15:54:27
	1690.02	20888025567004610156	156		广州地铁单程票 3张	15.00	99085817276461		f484a4b4a1fd4c6fb56f2370955120ad61	0.00	2088121612215201	20881216122152010156	支付宝(中国)网络技术有限公司	0.00			交易分账	15.00	2016011021001004460048197956	0.00	转账	2016-01-10 15:55:10
	1693.02	20887025306171880156	156		广州地铁单程票 1张	3.00	99001422507181		ee808d4987a74077a3303abd89da025c88	0.00	2088121612215201	20881216122152010156	支付宝(中国)网络技术有限公司	0.00			交易分账	3.00	2016011021001004180078220226	0.00	转账	2016-01-10 15:55:56
	1695.02	20889026788828440156	156		广州地铁单程票 1张	2.00	99116362686841		ae22bd7989164783adab2f182fd48b4f44	0.00	2088121612215201	20881216122152010156	支付宝(中国)网络技术有限公司	0.00			交易分账	2.00	2016011021001004840080112431	0.00	转账	2016-01-10 15:56:05
	1697.02	20880024698204270156	156		广州地铁单程票 1张	2.00	98929050951421		4cd30cd045f8434c8d33a9d4d17ef3a327	0.00	2088121612215201	20881216122152010156	支付宝(中国)网络技术有限公司	0.00			交易分账	2.00	2016011021001004420071995667	0.00	转账	2016-01-10 15:56:50
	1700.02	20885027845373240156	156		广州地铁单程票 1张	3.00	99332449038321		a6cf44e501af4079aad2ec267e20528f24	0.00	2088121612215201	20881216122152010156	支付宝(中国)网络技术有限公司	0.00			交易分账	3.00	2016011021001004320020546307	0.00	转账	2016-01-10 15:57:17
	1708.02	20885029906089130156	156		广州地铁单程票 1张	8.00	99038429016911		1e84143fc7af44b79ae6bcb86b6cdbce13	0.00	2088121612215201	20881216122152010156	支付宝(中国)网络技术有限公司	0.00			交易分账	8.00	2016011021001004910073409404	0.00	转账	2016-01-10 15:57:35
	1710.02	20880020044076760156	156		广州地铁单程票 1张	2.00	99127779515671		43f79318ed104f3bb0e0721740d0453676	0.00	2088121612215201	20881216122152010156	支付宝(中国)网络技术有限公司	0.00			交易分账	2.00	2016011021001004670079198483	0.00	转账	2016-01-10 15:58:19
	1718.02	20880128409167400156	156		广州地铁单程票 1张	8.00	99061541667741		336d680d31644166a737549d78c20dc740	0.00	2088121612215201	20881216122152010156	支付宝(中国)网络技术有限公司	0.00			交易分账	8.00	2016011021001004740098580856	0.00	转账	2016-01-10 16:03:23
	1722.02	20889025565108900156	156		广州地铁单程票 1张	4.00	99320440162891		10a1a96a23034507bea32ef7ec15ff1e90	0.00	2088121612215201	20881216122152010156	支付宝(中国)网络技术有限公司	0.00			交易分账	4.00	2016011021001004890091804513	0.00	转账	2016-01-10 16:03:58
	1728.02	20888025028888320156	156		广州地铁单程票 2张	6.00	99279087790831		704b9331139547f782026031632c9a8c32	0.00	2088121612215201	20881216122152010156	支付宝(中国)网络技术有限公司	0.00			交易分账	6.00	2016011021001004830083360079	0.00	转账	2016-01-10 16:04:11
	1734.02	20880023321118010156	156		广州地铁单程票 1张	6.00	99293136172801		86874167916c460a9688db1bda7d26ba01	0.00	2088121612215201	20881216122152010156	支付宝(中国)网络技术有限公司	0.00			交易分账	6.00	2016011021001004800000084779	0.00	转账	2016-01-10 16:06:26
	1736.02	20880120232148230156	156		广州地铁单程票 1张	2.00	99269102833821		b80e7dbf73ea425884581f8c1b27188423	0.00	2088121612215201	20881216122152010156	支付宝(中国)网络技术有限公司	0.00			交易分账	2.00	2016011021001004820067911299	0.00	转账	2016-01-10 16:06:36
	1739.02	20880022132733500156	156		广州地铁单程票 1张	3.00	99043028468351		f51bc08ae40c432abfa6fa250e1ec9fe50	0.00	2088121612215201	20881216122152010156	支付宝(中国)网络技术有限公司	0.00			交易分账	3.00	2016011021001004350040768425	0.00	转账	2016-01-10 16:08:37
	1743.02	20882120165685000156	156		广州地铁单程票 1张	4.00	98944469552501		9be419d60ab44f4d8d5c89f4a07982d400	0.00	2088121612215201	20881216122152010156	支付宝(中国)网络技术有限公司	0.00			交易分账	4.00	2016011021001004500072168398	0.00	转账	2016-01-10 16:09:19
	1746.02	20887024747301140156	156		广州地铁单程票 1张	3.00	99083412395111		2654480eb62a44cd800dee101290863a14	0.00	2088121612215201	20881216122152010156	支付宝(中国)网络技术有限公司	0.00			交易分账	3.00	2016011021001004110078716216	0.00	转账	2016-01-10 16:10:20
	1748.02	20886022749715580156	156		广州地铁单程票 1张	2.00	98933932186551		58163eb401f74c91b08c83546211969358	0.00	2088121612215201	20881216122152010156	支付宝(中国)网络技术有限公司	0.00			交易分账	2.00	2016011021001004550087100169	0.00	转账	2016-01-10 16:12:52
	1752.02	20882027499598410156	156		广州地铁单程票 1张	4.00	99116513606841		f1d9d88302c643d893c7c26e3da71c2d41	0.00	2088121612215201	20881216122152010156	支付宝(中国)网络技术有限公司	0.00			交易分账	4.00	2016011021001004840080112724	0.00	转账	2016-01-10 16:13:16
	1756.02	20885124577531310156	156		广州地铁单程票 1张	4.00	99031470584131		2fc0d957294349af8080dc6502dff83031	0.00	2088121612215201	20881216122152010156	支付宝(中国)网络技术有限公司	0.00			交易分账	4.00	2016011021001004130085178666	0.00	转账	2016-01-10 16:15:19
	1762.02	20880028941474120156	156		广州地铁单程票 1张	6.00	99479703389411		c517591367c243fb9eab6d0eaafc0a6f12	0.00	2088121612215201	20881216122152010156	支付宝(中国)网络技术有限公司	0.00			交易分账	6.00	2016011021001004410077361702	0.00	转账	2016-01-10 16:15:56
	1764.02	20887022235596540156	156		广州地铁单程票 1张	2.00	99219682326651		8b5145c83c454d9bab1d013839022dd954	0.00	2088121612215201	20881216122152010156	支付宝(中国)网络技术有限公司	0.00			交易分账	2.00	2016011021001004650093907994	0.00	转账	2016-01-10 16:20:57
	1776.02	20884020392099600156	156		广州地铁单程票 1张	12.00	98958912475961		2fc9e901af64454194236ef4ec658d0a60	0.00	2088121612215201	20881216122152010156	支付宝(中国)网络技术有限公司	0.00			交易分账	12.00	2016011021001004960085694972	0.00	转账	2016-01-10 16:22:09
	1790.02	20887022574957530156	156		广州地铁单程票 2张	14.00	99213071997751		ce41a73e154943218f99976e48b48a0453	0.00	2088121612215201	20881216122152010156	支付宝(中国)网络技术有限公司	0.00			交易分账	14.00	2016011021001004750099959634	0.00	转账	2016-01-10 16:23:41
	1792.02	20880121352740520156	156		广州地铁单程票 1张	2.00	98927775361051		7d5def8b79964871a2f6db3b074ea6c752	0.00	2088121612215201	20881216122152010156	支付宝(中国)网络技术有限公司	0.00			交易分账	2.00	2016011021001004050085541516	0.00	转账	2016-01-10 16:23:49
	1797.02	20881024211113620156	156		广州地铁单程票 1张	5.00	99175437467361		1b7fd562e1c044ae9a4b3c2a8360e0e762	0.00	2088121612215201	20881216122152010156	支付宝(中国)网络技术有限公司	0.00			交易分账	5.00	2016011021001004360039584558	0.00	转账	2016-01-10 16:25:09
	1800.02	20883120576938400156	156		广州地铁单程票 1张	3.00	99116627044841		ce2d5cced628422fb51cb788f8b7d55240	0.00	2088121612215201	20881216122152010156	支付宝(中国)网络技术有限公司	0.00			交易分账	3.00	2016011021001004840075203688	0.00	转账	2016-01-10 16:26:03
	1802.02	20886022596332350156	156		广州地铁单程票 1张	2.00	99117267763231		d1c9688f65c94d7ea392da17a70a09de35	0.00	2088121612215201	20881216122152010156	支付宝(中国)网络技术有限公司	0.00			交易分账	2.00	2016011021001004230046647526	0.00	转账	2016-01-10 16:29:41
	1804.02	20887024736344460156	156		广州地铁单程票 1张	2.00	99033678562441		533da7278add4b4583cfc0aa0ad7a8f946	0.00	2088121612215201	20881216122152010156	支付宝(中国)网络技术有限公司	0.00			交易分账	2.00	2016011021001004440063155563	0.00	转账	2016-01-10 16:32:11
	1814.02	20880024480055640156	156		广州地铁单程票 2张	10.00	99035710483561		7b072bfcd4a9473d8aeae1ced0b382f564	0.00	2088121612215201	20881216122152010156	支付宝(中国)网络技术有限公司	0.00			交易分账	10.00	2016011021001004560077886302	0.00	转账	2016-01-10 16:32:34
	1820.02	20889029066179780156	156		广州地铁单程票 1张	6.00	99157520152971		8bfd8c2836f44bf29210d7b3bba1e2ea78	0.00	2088121612215201	20881216122152010156	支付宝(中国)网络技术有限公司	0.00			交易分账	6.00	2016011021001004970091499520	0.00	转账	2016-01-10 16:33:07
	1826.02	20887028102571500156	156		广州地铁单程票 1张	6.00	99017374622151		87ca01fd8f95445f9075e4f9a8c1d7f850	0.00	2088121612215201	20881216122152010156	支付宝(中国)网络技术有限公司	0.00			交易分账	6.00	2016011021001004150086590078	0.00	转账	2016-01-10 16:34:12
	1828.02	20880021124324300156	156		广州地铁单程票 1张	2.00	99305949066431		fba9d0d48e494402bf2ba64e6b6d5e5e30	0.00	2088121612215201	20881216122152010156	支付宝(中国)网络技术有限公司	0.00			交易分账	2.00	2016011021001004430049254355	0.00	转账	2016-01-10 16:34:32
	1836.02	20887022187285400156	156		广州地铁单程票 2张	8.00	98934944935541		68c0cb3c6d3146f993f26136e4d34d2740	0.00	2088121612215201	20881216122152010156	支付宝(中国)网络技术有限公司	0.00			交易分账	8.00	2016011021001004540078971518	0.00	转账	2016-01-10 16:35:27
	1838.02	20887020434916000156	156		广州地铁单程票 1张	2.00	99306016831601		1abde92447184b7ea1ac8234d3a179ba00	0.00	2088121612215201	20881216122152010156	支付宝(中国)网络技术有限公司	0.00			交易分账	2.00	2016011021001004600004657353	0.00	转账	2016-01-10 16:39:23
	1840.02	20887126409864250156	156		广州地铁单程票 1张	2.00	98929436280421		0baca429b1774084b2632e3492a397a825	0.00	2088121612215201	20881216122152010156	支付宝(中国)网络技术有限公司	0.00			交易分账	2.00	2016011021001004420072809132	0.00	转账	2016-01-10 16:39:45
	1848.02	20886121917478750156	156		广州地铁单程票 2张	8.00	98999395059871		e9484df8523949ea8ad77a85d4c3154675	0.00	2088121612215201	20881216122152010156	支付宝(中国)网络技术有限公司	0.00			交易分账	8.00	2016011021001004870070693038	0.00	转账	2016-01-10 16:40:20
	1852.02	20888026259194590156	156		广州地铁单程票 1张	4.00	99132577202451		c1c0dca9b1f846e39ed7bf78f2bb2dff59	0.00	2088121612215201	20881216122152010156	支付宝(中国)网络技术有限公司	0.00			交易分账	4.00	2016011021001004450049429303	0.00	转账	2016-01-10 16:40:23
	1854.02	20885128839043520156	156		广州地铁单程票 1张	2.00	99043320205351		30c46d9c0b924b1ea017beaa355eba5852	0.00	2088121612215201	20881216122152010156	支付宝(中国)网络技术有限公司	0.00			交易分账	2.00	2016011021001004350040633473	0.00	转账	2016-01-10 16:41:08
	1856.02	20880120528545620156	156		广州地铁单程票 1张	2.00	99035796053561		d96a4ea57b6146dbadbb8326ceec68ce62	0.00	2088121612215201	20881216122152010156	支付宝(中国)网络技术有限公司	0.00			交易分账	2.00	2016011021001004560078183635	0.00	转账	2016-01-10 16:42:05
	1860.02	20880023176976630156	156		广州地铁单程票 1张	4.00	99021731623661		d3ec9c4d89494f5cb5802ab69042e7af63	0.00	2088121612215201	20881216122152010156	支付宝(中国)网络技术有限公司	0.00			交易分账	4.00	2016011021001004660000920618	0.00	转账	2016-01-10 16:42:13
	1863.02	20880026150301440156	156		广州地铁单程票 1张	3.00	98974220495141		55535f2ba0604a679a3733546e10d36944	0.00	2088121612215201	20881216122152010156	支付宝(中国)网络技术有限公司	0.00			交易分账	3.00	2016011021001004140097545201	0.00	转账	2016-01-10 16:45:07
	1865.02	20889020968612720156	156		广州地铁单程票 1张	2.00	99185366011271		8a1d4e9147174b73958c76ef8ee8efeb72	0.00	2088121612215201	20881216122152010156	支付宝(中国)网络技术有限公司	0.00			交易分账	2.00	2016011021001004270059559867	0.00	转账	2016-01-10 16:46:24
	1871.02	20886121215120300156	156		广州地铁单程票 2张	6.00	99381575005031		078369e45edf4613a3a309d28e802ef630	0.00	2088121612215201	20881216122152010156	支付宝(中国)网络技术有限公司	0.00			交易分账	6.00	2016011021001004030036644220	0.00	转账	2016-01-10 16:46:39
	1874.02	20888026441710210156	156		广州地铁单程票 1张	3.00	98992333833021		474f0b12821c4af4be5e561500e9df1c21	0.00	2088121612215201	20881216122152010156	支付宝(中国)网络技术有限公司	0.00			交易分账	3.00	2016011021001004020073363209	0.00	转账	2016-01-10 16:49:46
	1876.02	20882022200376660156	156		广州地铁单程票 1张	2.00	99021831075661		f58ebd0d3763471c879a5e56dde0c0b266	0.00	2088121612215201	20881216122152010156	支付宝(中国)网络技术有限公司	0.00			交易分账	2.00	2016011021001004660000320322	0.00	转账	2016-01-10 16:53:02
	1890.02	20889027573364220156	156		广州地铁单程票 2张	14.00	98929562962421		d80c8c1ff1fc4cae89c2d1329263370a22	0.00	2088121612215201	20881216122152010156	支付宝(中国)网络技术有限公司	0.00			交易分账	14.00	2016011021001004420072809635	0.00	转账	2016-01-10 16:53:38
	1892.02	20885125116933970156	156		广州地铁单程票 1张	2.00	99315457757391		ebb6e079487b4282be1602db3ba7b4bf97	0.00	2088121612215201	20881216122152010156	支付宝(中国)网络技术有限公司	0.00			交易分账	2.00	2016011021001004390038193154	0.00	转账	2016-01-10 16:53:50
	1900.02	20880022110829890156	156		广州地铁单程票 1张	8.00	99446561509981		37c3bf7203e44f6b99e6696aa145ce9589	0.00	2088121612215201	20881216122152010156	支付宝(中国)网络技术有限公司	0.00			交易分账	8.00	2016011021001004980073379030	0.00	转账	2016-01-10 16:54:50
	1905.02	20880225344630450156	156		广州地铁单程票 1张	5.00	99069851619041		b5dd7563acda45388503f6e386db5f4145	0.00	2088121612215201	20881216122152010156	支付宝(中国)网络技术有限公司	0.00			交易分账	5.00	2016011021001004040089977522	0.00	转账	2016-01-10 16:55:58
	1909.02	20884129242029560156	156		广州地铁单程票 1张	4.00	99061143513951		c3581212284748d483fd673c6a723f7d56	0.00	2088121612215201	20881216122152010156	支付宝(中国)网络技术有限公司	0.00			交易分账	4.00	2016011021001004950078506500	0.00	转账	2016-01-10 16:56:03
	1921.02	20881220568371120156	156		广州地铁单程票 2张	12.00	99083822505111		9c24a00757564d3f927c4604256002a112	0.00	2088121612215201	20881216122152010156	支付宝(中国)网络技术有限公司	0.00			交易分账	12.00	2016011021001004110078809834	0.00	转账	2016-01-10 16:56:08
	1923.02	20880124425266400156	156		广州地铁单程票 1张	2.00	99318745930641		784ceea3dc914d389051b1db7cb15cc840	0.00	2088121612215201	20881216122152010156	支付宝(中国)网络技术有限公司	0.00			交易分账	2.00	2016011021001004640094381165	0.00	转账	2016-01-10 16:56:37
	1928.02	20888024249735800156	156		广州地铁单程票 1张	5.00	100460743662581		76ac0089a7124bcbbfbd670d09f35b9a80	0.00	2088121612215201	20881216122152010156	支付宝(中国)网络技术有限公司	0.00			交易分账	5.00	2016011021001004580070200610	0.00	转账	2016-01-10 16:56:42
	1933.02	20888021921498710156	156		广州地铁单程票 1张	5.00	98999546505871		6d759c9c08134faa9fd847da7b35532271	0.00	2088121612215201	20881216122152010156	支付宝(中国)网络技术有限公司	0.00			交易分账	5.00	2016011021001004870086601826	0.00	转账	2016-01-10 16:57:13
	1940.02	20885025741316240156	156		广州地铁单程票 1张	7.00	99088541079621		c1f57f08e3fc45418f3e52ada5d2451d24	0.00	2088121612215201	20881216122152010156	支付宝(中国)网络技术有限公司	0.00			交易分账	7.00	2016011021001004620090515341	0.00	转账	2016-01-10 16:58:08
	1943.02	20887020875676110156	156		广州地铁单程票 1张	3.00	99141569782611		7e90ddcbe7b9408ca5c114b75bf305f411	0.00	2088121612215201	20881216122152010156	支付宝(中国)网络技术有限公司	0.00			交易分账	3.00	2016011021001004610095627334	0.00	转账	2016-01-10 16:58:32
	1953.02	20887028465097350156	156		广州地铁单程票 2张	10.00	98934331735731		c0e733f2f67a41cdbc109a0ca37a989835	0.00	2088121612215201	20881216122152010156	支付宝(中国)网络技术有限公司	0.00			交易分账	10.00	2016011021001004730092466857	0.00	转账	2016-01-10 16:59:30
	1959.02	20880028906995570156	156		广州地铁单程票 1张	6.00	98934359090551		7ecb4c828fa340f792670239112d125d57	0.00	2088121612215201	20881216122152010156	支付宝(中国)网络技术有限公司	0.00			交易分账	6.00	2016011021001004550086964177	0.00	转账	2016-01-10 17:01:22
	1962.02	20885029302962550156	156		广州地铁单程票 1张	3.00	99348730667251		84b2aadcdbff4d1fb73b8c2e66d5d8fb55	0.00	2088121612215201	20881216122152010156	支付宝(中国)网络技术有限公司	0.00			交易分账	3.00	2016011021001004250034768886	0.00	转账	2016-01-10 17:01:57
	1964.02	20889022686443880156	156		广州地铁单程票 1张	2.00	99212054153381		979a19bad221435396729feb59a206ea88	0.00	2088121612215201	20881216122152010156	支付宝(中国)网络技术有限公司	0.00			交易分账	2.00	2016011021001004380057739599	0.00	转账	2016-01-10 17:05:19
	1966.02	20888027125694200156	156		广州地铁单程票 1张	2.00	98929670542421		d2fc58a08e564cd090ec8b9937b3b86c20	0.00	2088121612215201	20881216122152010156	支付宝(中国)网络技术有限公司	0.00			交易分账	2.00	2016011021001004420071998083	0.00	转账	2016-01-10 17:05:25
	1970.02	20883027266130820156	156		广州地铁单程票 1张	4.00	98998098230081		cfb71009db3d4334829219c489e5b3ff82	0.00	2088121612215201	20881216122152010156	支付宝(中国)网络技术有限公司	0.00			交易分账	4.00	2016011021001004080083673470	0.00	转账	2016-01-10 17:08:33
	1973.02	20883126553393680156	156		广州地铁单程票 1张	3.00	99175848456361		bc128dff632042218fcd120bbe01479668	0.00	2088121612215201	20881216122152010156	支付宝(中国)网络技术有限公司	0.00			交易分账	3.00	2016011021001004360033663623	0.00	转账	2016-01-10 17:09:05
	1979.02	20888026938431550156	156		广州地铁单程票 1张	6.00	99017713137151		0d9804c6d3134b1d8da2868c6ff787f655	0.00	2088121612215201	20881216122152010156	支付宝(中国)网络技术有限公司	0.00			交易分账	6.00	2016011021001004150069879094	0.00	转账	2016-01-10 17:11:35
	1989.02	20887027604970130156	156		广州地铁单程票 2张	10.00	99168408722011		094cefd62fa34aebb89fd5ed7428ec0813	0.00	2088121612215201	20881216122152010156	支付宝(中国)网络技术有限公司	0.00			交易分账	10.00	2016011021001004010079262009	0.00	转账	2016-01-10 17:12:15
	1994.02	20888026938431550156	156		广州地铁单程票 1张	5.00	99017724077151		6b1774957ba24e02bb1ae3adb89f7ab155	0.00	2088121612215201	20881216122152010156	支付宝(中国)网络技术有限公司	0.00			交易分账	5.00	2016011021001004150070170567	0.00	转账	2016-01-10 17:12:48
	2000.02	20880029739052210156	156		广州地铁单程票 1张	6.00	99107239892221		3896fe57743044e69499f5791572fb2e21	0.00	2088121612215201	20881216122152010156	支付宝(中国)网络技术有限公司	0.00			交易分账	6.00	2016011021001004220027509068	0.00	转账	2016-01-10 17:18:55
	2005.02	20881120647262470156	156		广州地铁单程票 1张	5.00	98939751215241		e71eb1c529784de2850f9c05ec65d3f047	0.00	2088121612215201	20881216122152010156	支付宝(中国)网络技术有限公司	0.00			交易分账	5.00	2016011021001004240039613298	0.00	转账	2016-01-10 17:19:28
	2009.02	20880025718649110156	156		广州地铁单程票 1张	4.00	99039186393911		7db944278b9a48959e63a280b259a85811	0.00	2088121612215201	20881216122152010156	支付宝(中国)网络技术有限公司	0.00			交易分账	4.00	2016011021001004910090762149	0.00	转账	2016-01-10 17:21:17
	2012.02	20880025718649110156	156		广州地铁单程票 1张	3.00	99039194103911		4c4a095aa87c46998d6c54fa6d291d3911	0.00	2088121612215201	20881216122152010156	支付宝(中国)网络技术有限公司	0.00			交易分账	3.00	2016011021001004910073628919	0.00	转账	2016-01-10 17:22:10
	2015.02	20881026907340510156	156		广州地铁单程票 1张	3.00	98928295174051		6ecd69c6435c4f36b060a7e3cb8a96c351	0.00	2088121612215201	20881216122152010156	支付宝(中国)网络技术有限公司	0.00			交易分账	3.00	2016011021001004050076164651	0.00	转账	2016-01-10 17:22:41
	2018.02	20880029973210610156	156		广州地铁单程票 1张	3.00	98935241304061		db526ed9493d4843b43c5032f2ce232561	0.00	2088121612215201	20881216122152010156	支付宝(中国)网络技术有限公司	0.00			交易分账	3.00	2016011021001004060079210257	0.00	转账	2016-01-10 17:23:18
	2022.02	20880125529632850156	156		广州地铁单程票 2张	4.00	99387012255281		c4b356e8b1e44404a4b70ccbf0b8e75185	0.00	2088121612215201	20881216122152010156	支付宝(中国)网络技术有限公司	0.00			交易分账	4.00	2016011021001004280044842499	0.00	转账	2016-01-10 17:26:36
	2029.02	20886124304398170156	156		广州地铁单程票 1张	7.00	99132548219811		dc6a49db08ab4192bc5a75875abdb9e917	0.00	2088121612215201	20881216122152010156	支付宝(中国)网络技术有限公司	0.00			交易分账	7.00	2016011021001004810087351056	0.00	转账	2016-01-10 17:27:12
	2031.02	20886125661136850156	156		广州地铁单程票 1张	2.00	99153873390681		f956b4ddb07e4bd78a06a925b041782b85	0.00	2088121612215201	20881216122152010156	支付宝(中国)网络技术有限公司	0.00			交易分账	2.00	2016011021001004680086870292	0.00	转账	2016-01-10 17:27:26
	2036.02	20881020101952960156	156		广州地铁单程票 1张	5.00	104733564568291		81ce191947a74f8c90d321baf601ed1896	0.00	2088121612215201	20881216122152010156	支付宝(中国)网络技术有限公司	0.00			交易分账	5.00	2016011021001004290031447459	0.00	转账	2016-01-10 17:27:46
	2041.02	20883020267654520156	156		广州地铁单程票 1张	5.00	99133029932451		77f1086b35ae49ff88e9753e4e40c30552	0.00	2088121612215201	20881216122152010156	支付宝(中国)网络技术有限公司	0.00			交易分账	5.00	2016011021001004450048461793	0.00	转账	2016-01-10 17:28:23
	2057.02	20889119242778790156	156		广州地铁单程票 4张	16.00	98999837498871		de92c0f9a4ba4665bb59e2fa1b538dfc79	0.00	2088121612215201	20881216122152010156	支付宝(中国)网络技术有限公司	0.00			交易分账	16.00	2016011021001004870087001747	0.00	转账	2016-01-10 17:29:40
	2060.02	20886021308758240156	156		广州地铁单程票 1张	3.00	99269938172821		e6b22ac275df4d8e90ed9d27a3b7e94d24	0.00	2088121612215201	20881216122152010156	支付宝(中国)网络技术有限公司	0.00			交易分账	3.00	2016011021001004820067659116	0.00	转账	2016-01-10 17:30:05
	2062.02	20883126569763590156	156		广州地铁单程票 1张	2.00	99043769806351		071b1a5f4b624ae481140d7f7417fd7959	0.00	2088121612215201	20881216122152010156	支付宝(中国)网络技术有限公司	0.00			交易分账	2.00	2016011021001004350040634574	0.00	转账	2016-01-10 17:31:27
	2068.02	20882029329000300156	156		广州地铁单程票 1张	6.00	99382049206031		7bea3de42da94a63931e8494b480db0730	0.00	2088121612215201	20881216122152010156	支付宝(中国)网络技术有限公司	0.00			交易分账	6.00	2016011021001004030019927973	0.00	转账	2016-01-10 17:33:48
	2073.02	20880124432110220156	156		广州地铁单程票 1张	5.00	98992766670021		5c8ab9b3900d498ca34c48ee6973896b22	0.00	2088121612215201	20881216122152010156	支付宝(中国)网络技术有限公司	0.00			交易分账	5.00	2016011021001004020073364180	0.00	转账	2016-01-10 17:38:04
	2075.02	20881022826338250156	156		广州地铁单程票 1张	2.00	99270086511821		32ecfe8d7958462ebb2821d70a969a4825	0.00	2088121612215201	20881216122152010156	支付宝(中国)网络技术有限公司	0.00			交易分账	2.00	2016011021001004820067819996	0.00	转账	2016-01-10 17:45:11
	2078.02	20889024215900910156	156		广州地铁单程票 1张	3.00	99153334307091		b3891169efa549d9b4159eceef87251b91	0.00	2088121612215201	20881216122152010156	支付宝(中国)网络技术有限公司	0.00			交易分账	3.00	2016011021001004090010187947	0.00	转账	2016-01-10 17:47:35
	2081.02	20889020389064740156	156		广州地铁单程票 1张	3.00	98964935785471		7442a06971fd4b2e9cea429c68dfd98a74	0.00	2088121612215201	20881216122152010156	支付宝(中国)网络技术有限公司	0.00			交易分账	3.00	2016011021001004470068493042	0.00	转账	2016-01-10 17:47:46
	2083.02	20880021272357700156	156		广州地铁单程票 1张	2.00	98940504274771		05982f9b5e194bb582cfec1c4c5f72b070	0.00	2088121612215201	20881216122152010156	支付宝(中国)网络技术有限公司	0.00			交易分账	2.00	2016011021001004770091906508	0.00	转账	2016-01-10 17:48:06
	2086.02	20885020427370440156	156		广州地铁单程票 1张	3.00	99070314433041		0bb657aae31543998ccb91b985fa5ee944	0.00	2088121612215201	20881216122152010156	支付宝(中国)网络技术有限公司	0.00			交易分账	3.00	2016011021001004040073347689	0.00	转账	2016-01-10 17:48:12
